ID	start	end	strand
gene_668	20129553	20134245	1
gene_669	20136455	20138988	1
gene_670	20140152	20141568	1
gene_4189	20150390	20150837	-1
gene_671	20159440	20159866	1
gene_4190	20161556	20162664	-1
gene_672	20184550	20190950	1
gene_673	20194529	20195577	1
gene_4191	20197807	20218117	-1
gene_674	20222326	20222994	1
gene_4192	20229483	20231535	-1
gene_675	20232433	20240803	1
gene_4193	20242950	20243479	-1
gene_4194	20243910	20246210	-1
gene_4195	20248255	20250411	-1
gene_4196	20266263	20277308	-1
gene_676	20282048	20283792	1
gene_4197	20284180	20284506	-1
gene_4198	20286476	20286802	-1
gene_4199	20288477	20288801	-1
gene_4200	20290085	20291412	-1
gene_4201	20292410	20292736	-1
gene_4202	20295928	20296283	-1
gene_4203	20297573	20297933	-1
gene_4204	20298459	20300365	-1
gene_4205	20306349	20333359	-1
gene_4206	20312719	20314848	-1
gene_4207	20381776	20401191	-1
gene_4208	20401465	20404063	-1
gene_4209	20424737	20430042	-1
gene_4210	20441980	20446947	-1
gene_4211	20521996	20527061	-1
gene_4212	20538659	20540694	-1
gene_677	20569217	20570291	1
gene_678	20571865	20572683	1
gene_679	20575849	20577601	1
gene_680	20578573	20580346	1
gene_4213	20637990	20638470	-1
gene_681	20655647	20669947	1
gene_4214	20671796	20676862	-1
gene_682	20677625	20678197	1
gene_683	20697635	20704027	1
gene_4215	20706836	20707776	-1
gene_684	20709032	20709751	1
gene_4216	20709893	20710361	-1
gene_685	20712405	20721453	1
gene_4217	20724533	20725633	-1
gene_4218	20727439	20728705	-1
gene_686	20730562	20734143	1
gene_687	20742930	20757602	1
gene_688	20762388	20765379	1
gene_689	20767007	20771194	1
gene_4219	20768620	20769054	-1
gene_4220	20773705	20774193	-1
gene_690	20775227	20776895	1
gene_4221	20778144	20781197	-1
gene_691	20783345	20784880	1
gene_692	20785315	20786840	1
gene_4222	20786988	20787816	-1
gene_693	20788033	20789127	1
gene_4223	20790995	20794765	-1
gene_694	20798703	20799155	1
gene_4224	20799317	20802229	-1
gene_695	20803076	20806258	1
gene_4225	20806455	20807600	-1
gene_696	20808872	20811877	1
gene_4226	20813559	20815330	-1
gene_697	20823833	20826136	1
gene_698	20827851	20828291	1
gene_4227	20837953	20844006	-1
gene_699	20890119	20893186	1
gene_4228	20899521	20911770	-1
gene_4229	20959510	21003734	-1
gene_4230	21288438	21292876	-1
gene_700	21391651	21431885	1
gene_4231	21434140	21436693	-1
gene_4232	21438745	21442139	-1
gene_701	21526104	21570908	1
gene_702	21590086	21593141	1
gene_4233	21595968	21598254	-1
gene_703	21671462	21675929	1
gene_704	21679162	21680761	1
gene_705	21685894	21688479	1
gene_706	21689313	21691622	1
gene_4234	21692023	21694096	-1
gene_707	21695802	21696517	1
gene_4235	21696644	21697432	-1
gene_708	21708428	21718090	1
gene_709	21729034	21734509	1
gene_710	21756886	21759661	1
gene_711	21767987	21787775	1
gene_4237	22211481	22212656	-1
gene_4236	22213052	22215929	-1
gene_4238	22434936	22436483	-1
gene_712	22437093	22438232	1
gene_4239	22438820	22440931	-1
gene_4240	22443584	22444825	-1
gene_713	22447950	22449963	1
gene_4241	22450152	22451248	-1
gene_4242	22451975	22453969	-1
gene_4243	22478864	22480297	-1
gene_714	22523579	22527002	1
gene_4244	22533649	22534737	-1
gene_715	22624949	22644919	1
gene_716	22651621	22653158	1
gene_4245	22653969	22654772	-1
gene_4246	22655283	22656269	-1
gene_717	22662149	22663072	1
gene_718	22666175	22667095	1
gene_719	22669752	22670660	1
gene_4247	22670764	22672014	-1
gene_720	22674989	22675875	1
gene_721	22676166	22677073	1
gene_4248	22683209	22688358	-1
gene_722	22690934	22694763	1
gene_4249	22699058	22700057	-1
gene_4250	22700827	22703327	-1
gene_723	22704261	22704659	1
gene_4251	22704772	22705649	-1
gene_724	22709715	22710735	1
gene_725	22713837	22724969	1
gene_4252	22726019	22727510	-1
gene_726	22727991	22728947	1
gene_4253	22736560	22737806	-1
gene_727	22739472	22740704	1
gene_4254	22760632	22762053	-1
gene_728	22792225	22792953	1
gene_4255	22805868	22806992	-1
gene_4256	22814322	22814762	-1
gene_729	22866019	22867233	1
gene_730	22903086	22903960	1
gene_4257	22908435	22909216	-1
gene_4258	22924334	22926090	-1
gene_4259	22968167	22970036	-1
gene_4260	23034363	23035947	-1
gene_4261	23082197	23087018	-1
gene_4262	23098102	23100102	-1
gene_731	23100724	23102989	1
gene_4263	23103395	23113310	-1
gene_4264	23120815	23121228	-1
gene_4265	23122830	23132159	-1
gene_4266	23132920	23134120	-1
gene_732	23135258	23136458	1
gene_733	23137219	23138136	1
gene_4267	23139689	23140964	-1
gene_734	23144174	23144771	1
gene_4268	23145073	23145562	-1
gene_4269	23146123	23148009	-1
gene_735	23150398	23152056	1
gene_736	23155844	23157227	1
gene_737	23157406	23159629	1
gene_4270	23160550	23162261	-1
gene_4271	23167539	23168579	-1
gene_4272	23169124	23170319	-1
gene_4273	23178106	23248136	-1
gene_738	23235673	23236009	1
gene_4275	23285992	23289026	-1
gene_4274	23289844	23299227	-1
gene_739	23294976	23296792	1
gene_740	23300139	23302086	1
gene_4276	23302539	23303638	-1
gene_4277	23306956	23309673	-1
gene_4278	23315880	23319317	-1
gene_741	23327712	23329172	1
gene_742	23332627	23335824	1
gene_4279	23348448	23351879	-1
gene_743	23377890	23385833	1
gene_4280	23399564	23403001	-1
gene_744	23412358	23415522	1
gene_745	23423261	23426765	1
gene_4281	23428201	23429133	-1
gene_4282	23434277	23440837	-1
gene_746	23447646	23451009	1
gene_747	23497551	23498503	1
gene_4283	23612007	23615055	-1
gene_748	23630388	23636040	1
gene_749	23643335	23646824	1
gene_750	23651954	23652751	1
gene_4284	23658550	23660568	-1
gene_4285	23680429	23698560	-1
gene_751	23704860	23706053	1
gene_752	23706446	23706942	1
gene_753	23709626	23712072	1
gene_754	23728258	23733374	1
gene_4286	23734313	23739499	-1
gene_4287	23747555	23748695	-1
gene_4288	23752967	23808793	-1
gene_755	23874269	23879985	1
gene_4289	23882625	23887478	-1
gene_756	23900478	23915124	1
gene_757	23917123	23921219	1
gene_4290	23922688	23923568	-1
gene_4291	23923826	23924509	-1
gene_4292	23924882	23927174	-1
gene_758	23976716	24012462	1
gene_4293	24017568	24018161	-1
gene_4294	24023154	24025404	-1
gene_759	24040333	24041057	1
gene_4295	24048867	24050634	-1
gene_760	24069685	24070388	1
gene_4296	24073214	24074696	-1
gene_761	24078495	24093475	1
gene_762	24110076	24112712	1
gene_763	24115013	24116280	1
gene_4297	24120276	24128105	-1
gene_764	24130961	24132724	1
gene_4298	24138407	24152235	-1
gene_765	24167790	24170252	1
gene_4299	24171525	24173393	-1
gene_4300	24175525	24176542	-1
gene_766	24177513	24179073	1
gene_4301	24179447	24181623	-1
gene_4302	24183427	24188374	-1
gene_767	24191961	24193139	1
gene_4303	24193934	24195408	-1
gene_768	24196311	24197578	1
gene_769	24213021	24215935	1
gene_4304	24223235	24223688	-1
gene_770	24283061	24283729	1
gene_4305	24285084	24285992	-1
gene_4306	24315101	24319307	-1
gene_771	24330836	24331953	1
gene_4307	24395426	24399501	-1
gene_4308	24454336	24463856	-1
gene_4309	24461193	24461834	-1
gene_4310	24568379	24572897	-1
gene_4311	24575395	24577431	-1
gene_772	24579971	24581251	1
gene_4312	24583063	24583724	-1
gene_773	24658155	24664732	1
gene_4313	24671383	24672555	-1
gene_4314	24673753	24678006	-1
gene_774	24675572	24676393	1
gene_775	24678603	24680371	1
gene_776	24681295	24682233	1
gene_4315	24684767	24686053	-1
gene_4316	24691242	24695257	-1
gene_777	24699459	24700411	1
gene_4317	24701627	24713885	-1
gene_778	24775592	24776032	1
gene_4318	24776607	24776972	-1
gene_4319	24777426	24777816	-1
gene_779	24778428	24778785	1
gene_4320	24795104	24816822	-1
gene_4321	24859054	24860136	-1
gene_780	24861363	24862396	1
gene_4322	24863017	24863704	-1
gene_4323	24864842	24869451	-1
gene_781	24872724	24875557	1
gene_782	24886589	24888586	1
gene_783	24892375	24894358	1
gene_784	24895400	24897503	1
gene_785	24911808	24923868	1
gene_4324	24960520	24963034	-1
gene_786	24997606	25031429	1
gene_4325	25034210	25040502	-1
gene_787	25055503	25056970	1
gene_788	25077866	25097703	1
gene_789	25106410	25106835	1
gene_790	25109079	25109929	1
gene_791	25111229	25111804	1
gene_4326	25112241	25113058	-1
gene_4327	25113695	25115665	-1
gene_4328	25129663	25130210	-1
gene_797	25142554	25143082	1
gene_798	25151989	25153795	1
gene_796	25161852	25162958	1
gene_793	25165558	25170442	1
gene_799	25167709	25168172	1
gene_4329	25172024	25174850	-1
gene_4332	25176195	25179331	-1
gene_792	25177388	25181083	1
gene_794	25183427	25185748	1
gene_795	25187876	25190679	1
gene_4333	25192851	25193240	-1
gene_4330	25195612	25197922	-1
gene_4335	25199296	25199682	-1
gene_4331	25202385	25204877	-1
gene_4334	25206634	25207089	-1
gene_802	25208171	25208617	1
gene_4336	25209861	25215078	-1
gene_800	25210999	25213173	1
gene_801	25215144	25217009	1
gene_4337	25217828	25218505	-1
gene_803	25222108	25222747	1
gene_804	25267703	25270371	1
gene_4338	25273068	25274050	-1
gene_805	25278666	25280271	1
gene_4339	25281706	25283685	-1
gene_806	25284325	25300140	1
gene_4340	25291237	25291619	-1
gene_807	25299362	25299834	1
gene_4341	25302159	25306485	-1
gene_808	25309395	25310531	1
gene_809	25313046	25314213	1
gene_4342	25318724	25319338	-1
gene_810	25319813	25320360	1
gene_811	25322634	25340031	1
gene_4343	25325850	25328005	-1
gene_4344	25335426	25336393	-1
gene_812	25342833	25346408	1
gene_4345	25349195	25354542	-1
gene_813	25356624	25364725	1
gene_814	25366256	25366952	1
gene_4346	25369199	25372746	-1
gene_815	25374505	25377077	1
gene_816	25416858	25418168	1
gene_4347	25434143	25435558	-1
gene_817	25469990	25483353	1
gene_818	25507174	25511349	1
gene_4348	25510467	25512719	-1
gene_4349	25528941	25529947	-1
gene_819	25564380	25565657	1
gene_4350	25569804	25571459	-1
gene_820	25572607	25573177	1
gene_4351	25574471	25575200	-1
gene_4352	25576777	25577398	-1
gene_4353	25580475	25581085	-1
gene_821	25583535	25585859	1
gene_4354	25590145	25593782	-1
gene_822	25601641	25602027	1
gene_4355	25650877	25693182	-1
gene_823	25683677	25686874	1
gene_4356	25726516	25754970	-1
gene_824	25785945	25824096	1
gene_825	25839578	25841065	1
gene_826	25850356	25865923	1
gene_827	25870462	25877072	1
gene_828	25879782	25883521	1
gene_829	25885761	25887784	1
gene_4357	25896514	25907964	-1
gene_830	25918718	25923883	1
gene_831	25924866	25927427	1
gene_4358	25976705	25979391	-1
gene_832	25994264	25995188	1
gene_833	26015791	26016948	1
gene_834	26017421	26017886	1
gene_4359	26018412	26019371	-1
gene_4360	26019962	26020710	-1
gene_835	26048815	26052351	1
gene_4361	26061670	26063010	-1
gene_4362	26072188	26079176	-1
gene_4363	26088029	26088683	-1
gene_4364	26090953	26105108	-1
gene_4365	26107409	26108489	-1
gene_4366	26109861	26110957	-1
gene_4367	26114226	26116650	-1
gene_4368	26118467	26120934	-1
gene_4369	26122008	26124457	-1
gene_4370	26126644	26129102	-1
gene_4371	26130821	26132739	-1
gene_836	26134640	26136035	1
gene_837	26144257	26145243	1
gene_4372	26147563	26154695	-1
gene_838	26156050	26157229	1
gene_4373	26161406	26182360	-1
gene_839	26186515	26188521	1
gene_4374	26192340	26193568	-1
gene_4375	26195830	26197902	-1
gene_840	26198579	26200237	1
gene_841	26199496	26199696	1
gene_842	26200465	26204300	1
gene_4376	26206277	26207507	-1
gene_4377	26208319	26211013	-1
gene_843	26212315	26216229	1
gene_4378	26219076	26220959	-1
gene_844	26221904	26223519	1
gene_4379	26226853	26227337	-1
gene_845	26235172	26237104	1
gene_4380	26238029	26238985	-1
gene_4381	26244410	26247202	-1
gene_846	26248545	26249861	1
gene_847	26250322	26251491	1
gene_848	26251975	26253088	1
gene_4382	26253163	26253794	-1
gene_4383	26255019	26260064	-1
gene_4384	26268959	26270813	-1
gene_849	26276218	26288303	1
gene_850	26289791	26290576	1
gene_4385	26290719	26292217	-1
gene_4386	26293055	26295218	-1
gene_4387	26297348	26299908	-1
gene_4388	26301318	26303480	-1
gene_851	26306272	26308434	1
gene_852	26312292	26313970	1
gene_4389	26314623	26315964	-1
gene_4390	26316870	26317688	-1
gene_853	26318371	26323050	1
gene_854	26324092	26327690	1
gene_855	26439725	26443304	1
gene_856	26445000	26447786	1
gene_857	26457288	26459300	1
gene_4391	26462128	26462656	-1
gene_858	26466010	26466526	1
gene_4392	26468859	26469378	-1
gene_4393	26471168	26478946	-1
gene_859	26486239	26486826	1
gene_4394	26487952	26488373	-1
gene_4395	26492802	26493191	-1
gene_4396	26494033	26494417	-1
gene_4397	26495956	26496336	-1
gene_4398	26498058	26498448	-1
gene_4400	26500422	26500815	-1
gene_4399	26501377	26501766	-1
gene_860	26506234	26507909	1
gene_4401	26508776	26509122	-1
gene_4402	26511305	26511697	-1
gene_861	26514163	26514648	1
gene_4403	26523397	26525715	-1
gene_4404	26526406	26528482	-1
gene_862	26529208	26539141	1
gene_4405	26540341	26540707	-1
gene_4406	26544456	26550578	-1
gene_863	26554833	26557935	1
gene_4407	26558677	26577791	-1
gene_864	26582318	26583945	1
gene_4408	26584170	26587415	-1
gene_865	26587973	26591718	1
gene_866	26606416	26640466	1
gene_4409	26642059	26642464	-1
gene_867	26643170	26644319	1
gene_4410	26644710	26645528	-1
gene_4411	26646023	26647471	-1
gene_4412	26648727	26650208	-1
gene_868	26663694	26674444	1
gene_4413	26786939	26815730	-1
gene_4414	26830906	26832944	-1
gene_4415	26848503	26914806	-1
gene_869	26967154	26978240	1
gene_4416	26985771	27009364	-1
gene_870	27050469	27052126	1
gene_871	27052625	27054259	1
gene_872	27055347	27059203	1
gene_4417	27063267	27068316	-1
gene_873	27073563	27077579	1
gene_4418	27077850	27078521	-1
gene_4419	27081645	27092549	-1
gene_874	27083466	27084334	1
gene_4420	27097974	27110076	-1
gene_875	27111008	27111400	1
gene_876	27111695	27113097	1
gene_4421	27113912	27114821	-1
gene_4422	27119777	27123161	-1
gene_4423	27141782	27143368	-1
gene_877	27144937	27146726	1
gene_4424	27153793	27154953	-1
gene_4425	27184592	27185167	-1
gene_4426	27283057	27296548	-1
gene_878	27319717	27326045	1
gene_879	27331932	27332271	1
gene_4427	27332479	27334790	-1
gene_4428	27336619	27337869	-1
gene_4429	27341380	27343120	-1
gene_4430	27345315	27347154	-1
gene_4431	27348827	27350386	-1
gene_880	27367827	27369530	1
gene_881	27419643	27420269	1
gene_882	27461239	27462434	1
gene_883	27466251	27466786	1
gene_4432	27638863	27640805	-1
gene_4433	27641598	27644039	-1
gene_884	27692998	27694791	1
gene_4434	27716340	27729907	-1
gene_4435	27877896	27879313	-1
gene_4436	27894222	27895738	-1
gene_4437	27932112	27934387	-1
gene_4438	27938186	27959557	-1
gene_4439	27981671	27984546	-1
gene_885	27986437	27988132	1
gene_4440	27988489	27990844	-1
gene_4441	27996393	27998704	-1
gene_886	28008533	28008835	1
gene_4442	28009867	28013535	-1
gene_4443	28103909	28152793	-1
gene_4444	28160788	28169672	-1
gene_4445	28170193	28174244	-1
gene_4446	28219035	28219729	-1
gene_4447	28220391	28221839	-1
gene_887	28225532	28226189	1
gene_4448	28228872	28240080	-1
gene_4449	28250867	28252009	-1
gene_4450	28261642	28262734	-1
gene_888	28263113	28264838	1
gene_4451	28265912	28276459	-1
gene_889	28280230	28280837	1
gene_4452	28282916	28284926	-1
gene_890	28311775	28345080	1
gene_4453	28317298	28326330	-1
gene_4454	28352798	28353751	-1
gene_891	28356154	28366349	1
gene_4455	28375948	28384485	-1
gene_892	28389434	28390183	1
gene_893	28392467	28394945	1
gene_894	28399300	28401539	1
gene_895	28404904	28407143	1
gene_4456	28410525	28419022	-1
gene_896	28426911	28427346	1
gene_4457	28428004	28452582	-1
gene_897	28434301	28445230	1
gene_4458	28446030	28448271	-1
gene_898	28456309	28458010	1
gene_899	28476166	28481944	1
gene_4459	28482395	28484731	-1
gene_4460	28486781	28493092	-1
gene_900	28503491	28565337	1
gene_901	28568628	28570341	1
gene_4461	28571241	28573064	-1
gene_902	28574162	28580680	1
gene_903	28583328	28585418	1
gene_4462	28586701	28591111	-1
gene_4463	28593570	28596477	-1
gene_904	28602940	28605502	1
gene_905	28608551	28611430	1
gene_4464	28617064	28619306	-1
gene_906	28702212	28717193	1
gene_4465	28706359	28707716	-1
gene_4466	28721125	28730571	-1
gene_907	28752041	28753714	1
gene_4467	28759026	28803710	-1
gene_4468	28811988	28813419	-1
gene_4469	28814996	28817298	-1
gene_908	28848064	28848519	1
gene_909	28851369	28852145	1
gene_4470	28852400	28854498	-1
gene_910	28855029	28859277	1
gene_911	28949332	28991644	1
gene_912	28999963	29013265	1
gene_4471	29019285	29046407	-1
gene_913	29110178	29127962	1
gene_4472	29132026	29149079	-1
gene_4473	29154086	29154784	-1
gene_4474	29156040	29186067	-1
gene_914	29169693	29183218	1
gene_4475	29189038	29202661	-1
gene_4476	29207684	29230822	-1
gene_915	29209473	29212280	1
gene_4477	29238042	29264449	-1
gene_916	29253251	29254486	1
gene_917	29308628	29386596	1
gene_918	29500103	29502096	1
gene_4478	29504022	29507540	-1
gene_4479	29524274	29537162	-1
gene_4480	29528151	29529041	-1
gene_920	29572159	29573097	1
gene_921	29573433	29575575	1
gene_919	29575960	29579926	1
gene_4481	29580008	29581074	-1
gene_922	29583029	29583957	1
gene_923	29584164	29585045	1
gene_924	29617472	29632162	1
gene_4482	29633263	29639636	-1
gene_925	29642497	29645179	1
gene_4483	29686973	29687444	-1
gene_4484	29688026	29688494	-1
gene_926	29689029	29689486	1
gene_927	29690968	29691324	1
gene_928	29895491	29895949	1
gene_929	29896732	29897167	1
gene_930	29899230	29900822	1
gene_931	29901497	29901944	1
gene_932	29940721	29941544	1
gene_4485	29980112	29981665	-1
gene_4486	30003317	30004222	-1
gene_4487	30006960	30007862	-1
gene_4488	30010287	30011189	-1
gene_933	30012830	30013735	1
gene_934	30014197	30015090	1
gene_935	30017630	30018523	1
gene_936	30022815	30023394	1
gene_4489	30023677	30024691	-1
gene_937	30027079	30028809	1
gene_4490	30029254	30042965	-1
gene_938	30071631	30076044	1
gene_939	30089920	30098708	1
gene_4491	30103577	30103750	-1
gene_4492	30103796	30117167	-1
gene_940	30207177	30212767	1
gene_941	30219494	30220339	1
gene_4493	30224546	30226153	-1
gene_942	30227639	30228361	1
gene_943	30231518	30237822	1
gene_944	30242461	30243363	1
gene_945	30245576	30246478	1
gene_4494	30248451	30251107	-1
gene_4495	30259985	30260887	-1
gene_946	30262715	30263608	1
gene_947	30264593	30265492	1
gene_948	30268879	30271204	1
gene_949	30289755	30297711	1
gene_950	30359200	30405880	1
gene_4496	30394573	30395592	-1
gene_4497	30415426	30417257	-1
gene_4498	30420516	30422178	-1
gene_951	30423149	30424931	1
gene_952	30426261	30429945	1
gene_4499	30433317	30442980	-1
gene_4500	30463884	30465046	-1
gene_953	30468884	30470588	1
gene_4501	30477089	30483378	-1
gene_4502	30487545	30493298	-1
gene_4503	30495351	30501065	-1
gene_4504	30504014	30505366	-1
gene_954	30505670	30506863	1
gene_4505	30508558	30526150	-1
gene_956	30548834	30557580	1
gene_955	30550351	30555191	1
gene_957	30560908	30561710	1
gene_958	30600327	30603516	1
gene_4506	30606722	30608791	-1
gene_959	30610628	30611883	1
gene_4507	30632930	30634162	-1
gene_4508	30637344	30638369	-1
gene_960	30648773	30649539	1
gene_4509	30658337	30661532	-1
gene_961	30678268	30683370	1
gene_4510	30686050	30691010	-1
gene_962	30691594	30696500	1
gene_963	30698281	30703252	1
gene_964	30708514	30721702	1
gene_4511	30732674	30741005	-1
gene_4512	30756000	30757399	-1
gene_965	30758182	30759704	1
gene_966	30760554	30764637	1
gene_4513	30768329	30770505	-1
gene_4514	30771730	30772933	-1
gene_4515	30775023	30777155	-1
gene_4516	30806120	30813251	-1
gene_967	30819999	30825353	1
gene_4517	30825690	30827183	-1
gene_968	30828010	30828821	1
gene_4518	30836833	30840122	-1
gene_969	30841306	30841894	1
gene_4519	30842266	30842680	-1
gene_4520	30847607	30851663	-1
gene_970	30854775	30855540	1
gene_4521	30858710	30867079	-1
gene_971	30897693	30899300	1
gene_4522	30899775	30900763	-1
gene_972	30905854	30908399	1
gene_4523	30910083	30911861	-1
gene_4524	30918395	30919444	-1
gene_4525	30923339	30925707	-1
gene_4526	30927392	30927813	-1
gene_4527	30930336	30931408	-1
gene_4528	30934447	30937278	-1
gene_973	30938282	30940394	1
gene_4529	30942909	30956435	-1
gene_974	30965970	30966942	1
gene_4530	30967010	30967666	-1
gene_975	30968426	30968659	1
gene_4531	30969461	30969697	-1
gene_4532	30974287	30979212	-1
gene_976	31018105	31022374	1
gene_4533	31031749	31062653	-1
gene_977	31146741	31147709	1
gene_4534	31223956	31229193	-1
gene_978	31271245	31272150	1
gene_979	31290681	31291097	1
gene_980	31300540	31310819	1
gene_4535	31316638	31317528	-1
gene_4536	31323279	31324139	-1
gene_981	31327138	31330423	1
gene_4537	31335502	31338333	-1
gene_982	31351229	31352242	1
gene_4538	31356337	31357770	-1
gene_983	31358743	31360178	1
gene_4539	31364272	31365285	-1
gene_984	31366224	31368691	1
gene_4540	31378631	31386823	-1
gene_985	31415809	31417147	1
gene_4541	31417489	31419475	-1
gene_4542	31420388	31420873	-1
gene_4543	31427629	31435841	-1
gene_986	31432017	31434314	1
gene_4544	31436977	31438910	-1
gene_987	31441471	31444052	1
gene_988	31446325	31450210	1
gene_990	31451094	31452327	1
gene_989	31453715	31455977	1
gene_992	31457103	31458959	1
gene_991	31459505	31461444	1
gene_993	31462597	31463622	1
gene_4545	31468402	31469433	-1
gene_994	31470256	31472294	1
gene_4546	31474030	31479889	-1
gene_995	31485347	31487813	1
gene_996	31543563	31557201	1
gene_997	31698906	31700559	1
gene_4547	31701688	31714864	-1
gene_998	31732388	31733988	1
gene_4548	31734297	31735814	-1
gene_999	31736587	31738327	1
gene_4549	31738859	31740103	-1
gene_4550	31740723	31742141	-1
gene_4551	31742931	31747087	-1
gene_1000	31753006	31765446	1
gene_1001	31772376	31774776	1
gene_1002	31776831	31779831	1
gene_1003	31797264	31798446	1
gene_4552	31799242	31800373	-1
gene_4553	31804719	31807591	-1
gene_1004	31810944	31811810	1
gene_4554	31817414	31822398	-1
gene_1005	31824300	31824920	1
gene_4555	31827240	31827860	-1
gene_4556	31832881	31840445	-1
gene_4557	31847179	31856300	-1
gene_4558	31892883	31895851	-1
gene_1006	31898157	31899892	1
gene_1007	31900982	31902349	1
gene_1008	31903754	31905286	1
gene_4559	31907991	31916592	-1
gene_1009	31917976	31919141	1
gene_1010	31919547	31920173	1
gene_1011	31921593	31929282	1
gene_4560	31923049	31924056	-1
gene_1012	32083564	32085025	1
gene_1013	32094112	32107418	1
gene_4561	32109036	32110204	-1
gene_1014	32110957	32113790	1
gene_1015	32115230	32119152	1
gene_4562	32121268	32123518	-1
gene_4563	32126576	32127745	-1
gene_1016	32130532	32138036	1
gene_1017	32144173	32160253	1
gene_4564	32160536	32163517	-1
gene_1018	32165748	32166508	1
gene_4565	32166773	32167474	-1
gene_4566	32167893	32168588	-1
gene_1019	32171880	32173477	1
gene_1020	32186279	32187258	1
gene_4567	32188668	32190365	-1
gene_4568	32191862	32192854	-1
gene_1021	32216994	32220399	1
gene_1022	32231382	32235503	1
gene_1023	32236263	32238202	1
gene_4569	32241483	32244645	-1
gene_4570	32256922	32258131	-1
gene_4571	32262922	32264142	-1
gene_4572	32288612	32289804	-1
gene_1024	32374285	32386740	1
gene_4573	32395560	32402821	-1
gene_1025	32407812	32408000	1
gene_4574	32436666	32439393	-1
gene_4575	32442382	32447566	-1
gene_1026	32490987	32493292	1
gene_1027	32503133	32511316	1
gene_4576	32520800	32528054	-1
gene_1029	32530772	32531614	1
gene_1028	32532812	32534759	1
gene_1030	32542799	32543696	1
gene_1031	32557150	32559061	1
gene_1032	32561364	32563501	1
gene_1033	32564591	32565287	1
gene_1034	32570685	32587534	1
gene_4577	32596364	32610519	-1
gene_1035	32635774	32636795	1
gene_1036	32637830	32639535	1
gene_4578	32640417	32642044	-1
gene_4580	32648292	32650100	-1
gene_4579	32651090	32652775	-1
gene_1037	32657120	32658867	1
gene_4582	32659463	32663198	-1
gene_4583	32663564	32665318	-1
gene_4581	32665573	32677795	-1
gene_1038	32667539	32668447	1
gene_1040	32670029	32670965	1
gene_1039	32671447	32672357	1
gene_1041	32674838	32675773	1
gene_1042	32678759	32687011	1
gene_4584	32689668	32748944	-1
gene_4585	32733421	32739553	-1
gene_1043	32753004	32753483	1
gene_4586	32759173	32764400	-1
gene_4587	32768391	32772654	-1
gene_4588	32779333	32783343	-1
gene_1044	32807171	32809248	1
gene_4589	32810093	32840955	-1
gene_1045	32816735	32818125	1
gene_4590	32897774	32912105	-1
gene_1046	32933185	32936205	1
gene_4591	32937672	32938676	-1
gene_1047	32941624	32942500	1
gene_4592	32942654	32944295	-1
gene_4593	32951309	32951824	-1
gene_1048	32981845	32983545	1
gene_1049	32985921	32987621	1
gene_4594	32995550	32996619	-1
gene_4595	33015369	33016533	-1
gene_4596	33028035	33028475	-1
gene_1050	33032600	33033040	1
gene_4597	33034140	33035194	-1
gene_4598	33096391	33097734	-1
gene_1051	33198843	33202375	1
gene_4599	33204035	33206463	-1
gene_1052	33211256	33211834	1
gene_1053	33270548	33275100	1
gene_4600	33279517	33282844	-1
gene_1054	33283333	33283808	1
gene_4601	33284672	33285670	-1
gene_4602	33286679	33287536	-1
gene_1055	33287828	33288773	1
gene_4603	33288939	33289423	-1
gene_1056	33290502	33291947	1
gene_4604	33294828	33299096	-1
gene_1057	33297122	33298570	1
gene_1058	33316550	33317142	1
gene_4605	33317801	33319275	-1
gene_1059	33319958	33320585	1
gene_4606	33320866	33322023	-1
gene_1060	33322256	33322831	1
gene_4607	33323633	33324698	-1
gene_1061	33355431	33362459	1
gene_1062	33368272	33368823	1
gene_4608	33369574	33370323	-1
gene_1063	33370655	33371203	1
gene_4609	33371320	33372740	-1
gene_4610	33373440	33373956	-1
gene_1064	33376839	33380248	1
gene_4611	33380512	33382342	-1
gene_1065	33383072	33384374	1
gene_4612	33385013	33396112	-1
gene_4613	33398612	33398999	-1
gene_4614	33402317	33404554	-1
gene_1066	33405625	33411309	1
gene_4615	33407524	33408458	-1
gene_1067	33523668	33529298	1
gene_4616	33530831	33531448	-1
gene_4617	33531530	33531944	-1
gene_1068	33533040	33533855	1
gene_1069	33548495	33550387	1
gene_4618	33553116	33554700	-1
gene_1070	33555655	33558087	1
gene_1071	33574975	33577606	1
gene_1072	33589858	33592520	1
gene_4619	33652866	33653496	-1
gene_1073	33654889	33657658	1
gene_4621	33670441	33727041	-1
gene_4620	33704947	33708303	-1
gene_1074	33731978	33734056	1
gene_1075	33820135	33820728	1
gene_1076	33820932	33826101	1
gene_4622	33830002	33833197	-1
gene_1077	33834112	33835528	1
gene_4623	33837900	33841295	-1
gene_1078	33884031	33887040	1
gene_1079	33895986	33897042	1
gene_1080	33899256	33900345	1
gene_1081	33901192	33902292	1
gene_4624	33904317	33905351	-1
gene_1082	33906028	33907087	1
gene_1083	33908030	33909095	1
gene_1084	33910876	33911937	1
gene_4625	33912825	33913970	-1
gene_1085	33915517	33917466	1
gene_4626	33918331	33918972	-1
gene_4627	33919723	33920402	-1
gene_1086	33936263	33999229	1
gene_4628	34008661	34009409	-1
gene_1087	34009623	34010723	1
gene_4629	34011420	34013028	-1
gene_4630	34013602	34027794	-1
gene_1088	34019013	34020952	1
gene_1089	34021497	34023260	1
gene_1090	34023800	34025613	1
gene_1091	34025892	34027632	1
gene_1092	34030684	34038324	1
