ID	start	end	strand
gene-LOC120908663	36528948	36618145	1
gene-LOC120897486	36619344	36621579	-1
gene-LOC120896327	36622180	36634951	-1
gene-LOC120896345	36632411	36636713	1
gene-LOC120896361	36636188	36637022	-1
gene-LOC120898087	36637464	36644447	-1
gene-LOC120893424	36644575	36655213	1
gene-LOC120894244	36657340	36659486	-1
gene-Trnaa-cgc	36663350	36663421	1
gene-LOC120897966	36665363	36677189	-1
gene-LOC120897968	36668203	36672103	1
gene-LOC120897972	36677417	36678366	1
gene-LOC120897969	36678260	36679597	-1
gene-LOC120897974	36680748	36681365	-1
gene-LOC120897967	36681467	36683019	1
gene-LOC120897970	36683005	36684282	-1
gene-LOC120897971	36684516	36685610	1
gene-LOC120897973	36685438	36686675	-1
gene-LOC120895633	36686939	36688081	1
gene-LOC120895632	36688091	36691663	-1
gene-LOC120895675	36700621	36711837	1
gene-LOC120895676	36711853	36712992	-1
gene-LOC120894317	36717788	36719166	1
gene-LOC120894502	36719943	36721777	1
gene-LOC120896958	36723602	36724873	1
gene-LOC120894423	36725899	36729361	1
gene-LOC120894434	36729448	36732600	1
gene-LOC120894388	36732596	36740212	-1
gene-LOC120898241	36740447	36764191	1
gene-Trnav-cac	36772889	36772961	-1
gene-LOC120898244	36789556	36860406	1
gene-LOC120898240	36866605	36873091	-1
gene-LOC120898246	36871885	36872879	1
gene-LOC120898245	36873219	36875393	-1
gene-LOC120898239	36875593	36890836	-1
gene-LOC120898243	36881447	36884062	1
gene-LOC120898238	36886896	36890039	1
gene-LOC120896660	36891289	36892287	1
gene-LOC120896656	36892606	36901102	1
gene-Trnal-aag	36897203	36897284	1
gene-Trnal-aag-2	36897722	36897803	1
gene-LOC120896662	36901073	36907244	-1
gene-LOC120896661	36908159	36910025	-1
gene-LOC120896663	36913196	36914202	-1
gene-LOC120896664	36916924	36918024	-1
gene-LOC120896669	36926423	36927233	-1
gene-LOC120896666	36927104	36928727	-1
gene-LOC120896665	36929973	36931375	-1
gene-LOC120896667	36932417	36934009	-1
gene-LOC120896657	36934729	36951986	-1
gene-LOC120896668	36939077	36939985	-1
gene-LOC120896659	36953474	36955450	1
gene-LOC120896658	36955510	36964568	-1
gene-LOC120893364	36982774	36983857	-1
gene-LOC120893363	36986442	36992794	-1
gene-LOC120908707	36993293	36997204	-1
gene-LOC120908712	36997158	36998709	-1
gene-Trnah-gug	36998909	36998980	-1
gene-LOC120908705	36999093	37018629	-1
gene-Trnag-ucc-2	37003779	37003850	1
gene-Trnah-gug-2	37004674	37004745	1
gene-Trnar-ucg	37005307	37005379	1
gene-LOC120899237	37009277	37009383	-1
gene-LOC120908708	37024573	37028018	1
gene-LOC120908711	37028330	37030106	-1
gene-LOC120908709	37030612	37033992	1
gene-Trnag-ucc-3	37032035	37032106	1
gene-Trnah-gug-3	37032568	37032639	1
gene-LOC120908706	37034018	37075786	-1
gene-LOC120894217	37076157	37077164	1
gene-LOC120894214	37076884	37080059	-1
gene-LOC120894215	37080103	37081569	1
gene-LOC120894216	37081613	37082926	-1
gene-LOC120893342	37083520	37085872	1
gene-LOC120893343	37085937	37087453	-1
gene-LOC120893341	37087474	37089972	1
gene-LOC120895432	37094848	37100190	1
gene-LOC120897489	37104701	37108480	1
gene-LOC120897118	37124134	37127562	1
gene-LOC120897545	37130693	37135280	1
gene-LOC120897377	37137780	37138714	1
gene-LOC120896539	37143439	37164170	1
gene-LOC120896540	37164452	37165543	-1
gene-LOC120896541	37168439	37169618	1
gene-LOC120897530	37172641	37174548	1
gene-LOC120893869	37198705	37199083	1
gene-LOC120895036	37199851	37200261	1
gene-LOC120895286	37261498	37269282	-1
gene-LOC120897062	37269400	37270743	-1
gene-LOC120894185	37271525	37273776	1
gene-LOC120894186	37273833	37275988	-1
gene-LOC120898596	37355894	37477902	1
gene-LOC120898597	37376015	37376395	-1
gene-LOC120896296	37532813	37535121	-1
gene-LOC120893530	37555088	37557346	1
gene-LOC120893528	37556888	37559597	1
gene-LOC120893529	37560967	37563256	1
gene-LOC120897745	37587265	37622749	-1
gene-LOC120896093	37623579	37625671	-1
gene-LOC120895866	37626005	37634811	1
gene-LOC120895869	37635210	37639763	1
gene-LOC120895867	37636796	37638684	-1
gene-LOC120895865	37639766	37655561	-1
gene-LOC120895868	37643903	37645538	1
gene-LOC120893438	37659026	37670409	1
gene-LOC120895013	37671455	37678067	1
gene-LOC120895363	37679519	37682301	1
gene-LOC120895362	37682805	37685433	1
gene-LOC120895870	37692368	37698205	1
gene-LOC120908750	37699227	37702919	1
gene-LOC120908752	37699237	37703008	1
gene-LOC120908749	37706406	37716138	1
gene-LOC120906110	37721052	37754715	1
gene-LOC120906120	37754740	37757471	-1
gene-LOC120906136	37758053	37759781	1
gene-LOC120906127	37760017	37761546	1
gene-LOC120904851	37762411	37769473	-1
gene-LOC120904846	37771467	37775858	1
gene-LOC120904861	37776758	37781485	-1
gene-LOC120896202	37781892	37790066	1
gene-LOC120896204	37792963	37794357	-1
gene-LOC120896203	37794475	37801367	1
gene-LOC120898161	37801471	37803364	1
gene-LOC120896206	37803406	37807047	1
gene-LOC120896205	37807090	37808169	-1
gene-LOC120895564	37812802	37819590	1
gene-LOC120895260	37822352	37823530	-1
gene-LOC120896217	37827449	37830130	1
gene-LOC120895402	37844891	38003023	-1
gene-LOC120895401	37978072	37983408	1
gene-Trnak-uuu-2	38014408	38014480	-1
gene-LOC120893900	38058721	38059845	1
gene-LOC120893899	38059769	38073834	-1
gene-LOC120894841	38086144	38092079	1
gene-LOC120894842	38092278	38093255	-1
gene-LOC120896211	38094320	38095910	1
gene-LOC120897203	38097397	38098685	1
gene-LOC120896249	38099383	38101495	-1
gene-LOC120893784	38106671	38119140	1
gene-LOC120893783	38119182	38134474	1
gene-LOC120893786	38135155	38136818	-1
gene-LOC120893787	38136949	38137783	1
gene-LOC120898163	38138439	38142140	1
gene-LOC120902941	38142285	38144211	1
gene-LOC120902931	38144357	38153388	-1
gene-LOC120902923	38153512	38157671	-1
gene-LOC120908608	38158011	38168582	1
gene-LOC120908609	38163879	38166256	-1
gene-LOC120908607	38169259	38173241	-1
gene-LOC120897245	38173536	38178321	1
gene-LOC120897246	38180325	38181431	-1
gene-LOC120897235	38199279	38220185	1
gene-LOC120896645	38223603	38224476	-1
gene-LOC120896644	38224486	38227843	-1
gene-LOC120896767	38230382	38232916	-1
gene-LOC120896770	38236163	38237577	-1
gene-LOC120896772	38237648	38238361	1
gene-LOC120896774	38238613	38239511	1
gene-LOC120896771	38239667	38240928	1
gene-LOC120896769	38240861	38242434	-1
gene-LOC120896768	38245655	38248293	-1
gene-LOC120896766	38248722	38268092	-1
gene-LOC120895914	38355978	38356911	1
gene-LOC120898164	38356929	38358376	-1
gene-LOC120898174	38358320	38358937	-1
gene-LOC120898146	38359255	38364859	1
gene-LOC120898145	38365822	38374718	1
gene-LOC120893724	38374971	38379044	1
gene-LOC120893728	38379484	38380319	1
gene-LOC120893727	38380302	38381617	-1
gene-LOC120893723	38381678	38386203	1
gene-LOC120893725	38383671	38386342	-1
gene-LOC120898887	38387326	38434081	1
gene-LOC120894408	38435923	38442220	1
gene-LOC120894407	38442343	38445809	-1
gene-LOC120896083	38445992	38448878	-1
gene-LOC120894048	38452518	38462248	-1
gene-LOC120896784	38462985	38464674	1
gene-LOC120897309	38464750	38466150	1
gene-LOC120897310	38466087	38467340	-1
gene-LOC120897311	38467500	38468598	1
gene-LOC120897307	38468640	38471106	-1
gene-LOC120897308	38471546	38475309	1
gene-LOC120897312	38475918	38476854	1
gene-LOC120897313	38477086	38478197	-1
gene-LOC120897306	38478747	38538379	-1
gene-LOC120893446	38538977	38544708	1
gene-LOC120893447	38544717	38549643	-1
gene-LOC120897171	38550016	38553192	-1
gene-LOC120896496	38553723	38556942	-1
gene-LOC120896497	38557323	38558007	-1
gene-LOC120898211	38601069	38605550	1
gene-LOC120898214	38605376	38605875	1
gene-LOC120898210	38606018	38611756	-1
gene-LOC120898180	38612354	38661934	1
gene-LOC120898215	38682824	38683526	1
gene-LOC120898213	38684447	38687919	1
gene-LOC120898212	38688059	38691267	1
gene-LOC120894550	38781481	38809681	-1
gene-LOC120895163	38812043	38834110	1
gene-LOC120893641	38846241	38853313	1
gene-LOC120895951	38891599	38905093	-1
gene-LOC120894553	38957847	39051607	1
gene-LOC120894437	39052333	39079270	-1
gene-LOC120893402	39119588	39138494	1
gene-LOC120893741	39155629	39158201	-1
gene-LOC120893740	39158811	39163670	-1
gene-LOC120895930	39165445	39215813	-1
gene-LOC120896082	39225387	39235372	-1
gene-LOC120904216	39240402	39375658	-1
gene-LOC120904262	39345430	39346971	-1
gene-LOC120896376	39394552	39395977	-1
gene-LOC120895673	39396211	39397461	-1
gene-LOC120895674	39398731	39400070	-1
gene-LOC120897373	39402001	39403731	1
gene-LOC120897407	39403903	39405198	1
gene-LOC120897397	39405389	39408778	-1
gene-LOC120897387	39409557	39414467	-1
gene-LOC120895274	39415129	39422528	-1
gene-LOC120895275	39418358	39420310	1
gene-LOC120895323	39430054	39431073	1
gene-LOC120895321	39431183	39432994	1
gene-LOC120895322	39432868	39434780	-1
gene-LOC120895241	39435543	39437060	1
gene-LOC120895242	39437114	39439042	-1
gene-LOC120905567	39439367	39442893	-1
gene-LOC120905573	39443035	39445454	1
gene-LOC120905560	39445923	39450777	1
gene-LOC120900231	39451726	39460551	1
gene-LOC120900222	39460650	39469263	-1
gene-LOC120896371	39470283	39472064	1
gene-LOC120896544	39472631	39473837	-1
gene-LOC120894833	39475008	39493777	-1
gene-LOC120908352	39503511	39505794	1
gene-LOC120908353	39506106	39508733	1
gene-LOC120908351	39508883	39528959	-1
gene-LOC120894202	39530137	39534566	1
gene-LOC120894203	39534577	39539610	-1
gene-LOC120895803	39540297	39545781	1
gene-LOC120895804	39545846	39551858	-1
gene-LOC120898190	39554020	39561775	-1
gene-LOC120894187	39569451	39574602	1
gene-LOC120894189	39574774	39576373	-1
gene-LOC120894188	39576857	39578878	1
gene-LOC120894190	39578822	39579934	-1
gene-LOC120894635	39581955	39584726	-1
gene-LOC120894337	39587221	39588156	1
gene-LOC120898196	39589055	39590423	-1
gene-LOC120896193	39595980	39596873	1
gene-LOC120895550	39612114	39613165	1
gene-LOC120896802	39614440	39616223	1
gene-LOC120895349	39616511	39625873	1
gene-LOC120895657	39628290	39637613	-1
gene-LOC120895656	39637971	39647273	1
gene-LOC120895659	39647315	39649325	-1
gene-LOC120895658	39649447	39650828	1
gene-LOC120898065	39652903	39653911	1
gene-LOC120898064	39653869	39655484	-1
gene-LOC120898063	39657373	39682780	1
gene-LOC120894544	39728029	39737433	1
gene-LOC120894543	39737539	39740446	1
gene-LOC120894542	39740451	39742015	-1
gene-LOC120894541	39742097	39743554	1
gene-LOC120898200	39746225	39750495	1
gene-LOC120894835	39752197	39759372	-1
gene-LOC120898205	39777193	39778105	1
gene-LOC120895628	39778482	39828311	-1
gene-LOC120900297	39837819	39841499	1
gene-LOC120900290	39841899	39845269	-1
gene-LOC120900279	39845395	39852808	-1
gene-LOC120893501	39859328	39864152	1
gene-LOC120893502	39864272	39865078	1
gene-LOC120896438	39867879	39870210	1
gene-LOC120898695	39873783	39937814	1
gene-LOC120894551	39939742	39941595	1
gene-LOC120894610	39942786	39944588	1
gene-LOC120894533	39947642	39949425	1
gene-LOC120896528	39953063	39970923	1
gene-LOC120896530	39971671	39972751	1
gene-LOC120896529	39972691	39980959	-1
gene-LOC120896531	39983257	39984165	1
gene-LOC120902822	39992646	39994386	1
gene-LOC120902815	39994415	39998691	-1
gene-LOC120902808	39999146	40003099	-1
gene-LOC120894039	40012122	40040912	-1
gene-LOC120894040	40041157	40042694	1
gene-LOC120894038	40042819	40087426	-1
gene-LOC120896103	40090619	40094340	-1
gene-LOC120908490	40096366	40098666	1
gene-LOC120908488	40098669	40128162	-1
gene-LOC120908491	40111158	40112895	1
gene-LOC120893998	40146500	40242970	1
gene-LOC120895712	40247272	40249581	1
gene-LOC120895713	40249577	40251914	-1
gene-LOC120896129	40256592	40303818	1
gene-LOC120895621	40304338	40323834	-1
gene-LOC120894330	40326480	40332408	1
gene-LOC120894331	40332377	40333710	-1
gene-LOC120895620	40335434	40344766	-1
gene-LOC120895615	40344838	40355450	1
gene-LOC120895616	40345289	40348148	1
gene-LOC120895619	40355438	40358158	-1
gene-LOC120895617	40358263	40364635	-1
gene-LOC120897217	40365243	40367628	1
gene-LOC120897216	40367620	40370122	-1
gene-LOC120908788	40378550	40386905	-1
gene-LOC120908789	40387126	40389151	1
gene-LOC120895295	40486845	40508245	1
gene-LOC120898216	40573833	40588480	1
gene-LOC120894864	40646450	40675260	1
gene-LOC120894866	40724171	40746862	1
gene-LOC120897500	40754338	40755681	-1
gene-LOC120895412	40759112	40763517	-1
gene-LOC120896678	40765814	40786813	1
gene-LOC120896679	40786914	40790645	1
gene-LOC120896680	40796131	40841465	1
gene-LOC120898223	40844329	40845133	1
gene-LOC120893663	40845794	40855639	1
gene-LOC120894320	40857233	40859787	-1
gene-LOC120898247	40861228	40867630	-1
gene-LOC120895597	40871566	40916035	-1
gene-LOC120901474	40929472	40934344	-1
gene-LOC120901467	40934327	40936882	1
gene-LOC120901437	40936873	40951328	-1
gene-LOC120896960	40952353	40955230	-1
gene-LOC120894235	40956272	40958700	1
gene-LOC120894234	40959129	40965922	1
gene-LOC120894236	40959508	40961478	1
gene-LOC120894237	40965527	40972808	-1
gene-LOC120894238	40969167	40970346	1
gene-LOC120894232	40975031	40979615	1
gene-LOC120894231	40980098	40989685	1
gene-LOC120894233	40985443	40989685	1
gene-LOC120894229	40989729	41003317	-1
gene-LOC120895562	41007517	41008317	1
gene-LOC120895561	41008491	41010257	1
gene-LOC120895563	41010246	41010883	-1
gene-LOC120908616	41012902	41038511	1
gene-LOC120895139	41039347	41046899	1
gene-LOC120895140	41046845	41053001	-1
gene-LOC120897038	41064913	41066722	-1
gene-LOC120896383	41067689	41070490	1
gene-LOC120896385	41070479	41071080	-1
gene-LOC120894061	41072405	41073032	1
gene-LOC120894606	41074334	41143908	1
gene-LOC120897218	41145419	41147687	1
gene-LOC120898625	41148057	41158860	1
gene-LOC120898627	41159212	41185420	-1
gene-LOC120898628	41164116	41165030	-1
gene-LOC120898851	41201932	41219696	1
gene-LOC120898852	41203229	41204953	-1
gene-LOC120898850	41220891	41228462	-1
gene-LOC120895978	41231182	41233666	1
gene-LOC120898024	41234938	41237587	1
gene-LOC120898018	41236485	41241610	-1
gene-LOC120898019	41242171	41243820	-1
gene-LOC120898021	41244964	41247518	-1
gene-LOC120898022	41248415	41250341	-1
gene-LOC120898023	41250476	41253015	1
gene-LOC120898020	41252981	41254391	-1
gene-LOC120897674	41256497	41282655	1
gene-LOC120908829	41284643	41312472	1
gene-LOC120895232	41431044	41434771	-1
gene-LOC120896252	41435028	41436148	1
gene-LOC120896253	41436150	41437097	-1
gene-LOC120906798	41441914	41446534	1
gene-LOC120906822	41446884	41448237	1
gene-LOC120906816	41448408	41449366	1
gene-LOC120906802	41449255	41455120	-1
gene-LOC120895974	41459982	41468699	1
gene-LOC120898584	41470618	41560647	1
gene-LOC120898586	41563053	41564712	-1
gene-LOC120898587	41566606	41567736	-1
gene-LOC120898585	41568124	41582847	1
gene-LOC120895542	41591598	41603714	-1
gene-LOC120895646	41606329	41608448	1
gene-LOC120895645	41608460	41611081	-1
gene-LOC120895647	41611055	41611831	-1
gene-LOC120894128	41613704	41618021	1
gene-LOC120894126	41618144	41620883	-1
gene-LOC120894445	41621197	41623332	1
gene-LOC120894444	41623451	41627757	-1
gene-LOC120894069	41628980	41674950	1
gene-LOC120893870	41676302	41677360	-1
gene-LOC120897620	41682853	41686951	-1
gene-LOC120896785	41688673	41691060	1
gene-LOC120897880	41693326	41696344	1
gene-LOC120894098	41698100	41732778	1
gene-LOC120894097	41732780	41736683	-1
gene-LOC120898362	41736887	41822769	-1
gene-LOC120908398	41826265	41843342	1
gene-LOC120894818	41852191	41859989	1
gene-LOC120894817	41857604	41862611	-1
gene-LOC120896340	41865301	41868373	1
gene-LOC120898255	41869366	41878027	1
gene-LOC120896344	41872272	41873697	-1
gene-LOC120896341	41873941	41876028	1
gene-LOC120898257	41878200	41882831	-1
gene-LOC120896343	41883868	41886582	-1
gene-LOC120898264	41887015	41896796	-1
gene-LOC120896342	41889523	41891291	-1
gene-LOC120901576	41897105	41899669	-1
gene-LOC120898265	41899653	41903322	1
gene-LOC120901557	41903296	41908520	-1
gene-LOC120901570	41908545	41912496	1
gene-LOC120901580	41912559	41914376	-1
gene-LOC120898412	41915041	41922307	-1
gene-LOC120898416	41922530	41923391	1
gene-LOC120898415	41923355	41925459	-1
gene-LOC120898413	41925641	41928821	1
gene-LOC120898414	41928906	41931331	-1
gene-LOC120894294	41934695	41937983	1
gene-LOC120894295	41937996	41938968	1
gene-LOC120894302	41938882	41940434	-1
gene-LOC120894297	41940546	41941730	1
gene-LOC120894298	41941900	41942827	1
gene-LOC120894299	41942881	41943740	1
gene-LOC120894300	41943741	41945451	1
gene-LOC120894296	41945650	41946672	1
gene-LOC120898673	41948329	41949663	1
gene-LOC120898674	41949914	41952499	-1
gene-LOC120898671	41952661	42106827	1
gene-LOC120898664	41963550	41966110	-1
gene-LOC120898669	41969906	41972071	-1
gene-LOC120898660	41975347	41978242	1
gene-LOC120898668	41980765	41983224	-1
gene-LOC120898663	41984943	41986984	-1
gene-LOC120898667	41993774	41995783	-1
gene-LOC120898666	41998219	42010243	-1
gene-LOC120898670	42019038	42021805	-1
gene-LOC120898675	42021935	42036083	-1
gene-LOC120898677	42024498	42025440	-1
gene-LOC120898657	42052709	42066009	-1
gene-LOC120898662	42068877	42078459	-1
gene-LOC120898658	42078976	42081311	-1
gene-LOC120898659	42081905	42084266	1
gene-LOC120898665	42084298	42089172	-1
gene-LOC120908542	42113813	42124103	1
gene-LOC120908543	42122068	42125397	-1
gene-LOC120908541	42126006	42128424	-1
gene-LOC120908538	42128765	42131617	1
gene-LOC120908539	42131586	42152296	-1
gene-LOC120899246	42132526	42132600	-1
gene-LOC120899244	42133760	42133831	-1
gene-LOC120899240	42136421	42136493	-1
gene-LOC120895420	42152745	42155249	1
gene-LOC120895421	42155259	42156172	-1
gene-LOC120896406	42160122	42187237	1
gene-LOC120905022	42204862	42208085	-1
gene-Trnav-cac-2	42207034	42207106	-1
gene-LOC120905031	42208186	42209105	1
gene-LOC120905013	42209016	42210354	-1
gene-LOC120905004	42214012	42230138	1
gene-LOC120895858	42230573	42237343	1
gene-LOC120895860	42237384	42239388	-1
gene-LOC120893206	42242402	42426244	1
gene-LOC120893207	42242421	42245273	-1
gene-LOC120893205	42248794	42386216	-1
gene-LOC120893211	42309129	42310290	-1
gene-LOC120893208	42387075	42390432	1
gene-LOC120893210	42412635	42414050	-1
gene-LOC120893213	42416651	42419076	-1
gene-LOC120893212	42419715	42429045	-1
gene-LOC120893215	42429541	42431027	-1
gene-LOC120893214	42431315	42432385	1
gene-LOC120893209	42432309	42434094	-1
gene-LOC120894730	42435127	42436389	1
gene-LOC120894734	42436483	42437835	1
gene-LOC120894731	42437680	42438931	-1
gene-LOC120894733	42439383	42440463	-1
gene-LOC120895085	42440926	42452092	1
gene-LOC120895084	42452179	42463320	-1
gene-LOC120895088	42463614	42464460	1
gene-LOC120895086	42464534	42468397	-1
gene-LOC120908849	42470688	42478676	1
gene-LOC120908416	42480084	42503761	1
gene-LOC120896614	42504706	42507341	1
gene-LOC120896616	42507328	42508473	-1
gene-LOC120896615	42508603	42509722	1
gene-LOC120896613	42509793	42815722	-1
gene-Trnap-cgg	42698951	42699022	1
gene-Trnap-cgg-2	42712429	42712500	-1
gene-LOC120894725	42818446	42835862	-1
gene-LOC120896715	42838799	42841005	1
gene-LOC120896125	42841907	42846225	-1
gene-Trnas-gcu-4	42848183	42848264	1
gene-LOC120896652	42850801	42852246	-1
gene-LOC120896653	42852455	42853896	-1
gene-LOC120900578	42855872	42899710	-1
gene-LOC120900588	42875868	42877254	1
gene-LOC120894600	42901170	42904729	-1
gene-LOC120894601	42904842	42906222	-1
gene-LOC120902546	42918403	42945313	1
gene-LOC120902554	42921083	42922367	-1
gene-LOC120905247	42946205	42949609	1
gene-LOC120905249	42949721	42955524	1
gene-LOC120905237	42955696	42959808	-1
gene-LOC120905259	42960115	42962420	1
gene-LOC120898898	42966051	43093415	-1
gene-LOC120898900	42973467	42988942	-1
gene-LOC120897208	43097954	43099619	-1
gene-LOC120896276	43100843	43101856	1
gene-LOC120893611	43147594	43148090	1
gene-LOC120893610	43148079	43150341	-1
gene-LOC120893609	43149955	43154943	1
gene-LOC120897621	43155847	43157685	-1
gene-LOC120898711	43160319	43229963	-1
gene-LOC120898712	43164582	43167727	1
gene-LOC120893448	43234478	43235930	1
gene-LOC120894268	43236685	43242492	1
gene-LOC120896646	43242987	43244651	1
gene-LOC120893646	43246309	43262524	1
gene-LOC120893649	43263366	43265262	1
gene-LOC120893645	43264990	43278529	-1
gene-LOC120893651	43279317	43279848	-1
gene-LOC120893644	43279913	43283133	-1
gene-LOC120893650	43283335	43284285	1
gene-LOC120893648	43284395	43286623	1
gene-LOC120893647	43286620	43288872	-1
gene-LOC120898267	43290921	43292469	-1
gene-LOC120908565	43292581	43301110	-1
gene-LOC120908566	43301045	43302595	1
gene-LOC120896357	43308035	43360191	1
gene-LOC120896633	43413782	43429782	1
gene-LOC120896632	43429901	43461291	-1
gene-LOC120893624	43462253	43469033	-1
gene-LOC120896915	43477453	43478006	-1
gene-LOC120895240	43521356	43548265	-1
gene-LOC120894332	43582875	43585805	-1
gene-LOC120893672	43623063	43624728	-1
gene-LOC120908637	43632108	43634507	1
gene-LOC120908639	43635754	43637301	-1
gene-LOC120894310	43727019	43728649	-1
gene-LOC120895678	43753907	43786016	1
gene-LOC120896895	43819138	43852186	-1
gene-LOC120896550	43902935	43955492	1
gene-LOC120895153	43990452	43992475	-1
gene-LOC120895661	43996542	44003393	-1
gene-LOC120895662	43998425	44001594	1
gene-LOC120894546	44005023	44006304	-1
gene-LOC120893683	44007288	44015122	1
gene-LOC120893684	44015173	44015902	-1
gene-LOC120895336	44017628	44021537	1
gene-LOC120895223	44037498	44040114	-1
gene-LOC120897868	44041984	44046373	-1
gene-LOC120895340	44047269	44056286	-1
gene-LOC120894154	44059997	44095532	1
gene-LOC120896408	44098146	44117309	1
gene-LOC120896422	44099419	44100553	-1
gene-LOC120896419	44101798	44102974	-1
gene-LOC120904898	44118082	44163358	-1
gene-LOC120893746	44163880	44166214	1
gene-LOC120893744	44166416	44170797	-1
gene-LOC120893745	44171045	44179459	-1
gene-LOC120897069	44180762	44183738	1
gene-LOC120896188	44184278	44198513	-1
gene-LOC120896189	44198785	44199567	1
gene-LOC120896187	44200332	44235355	-1
gene-LOC120900716	44247785	44250112	-1
gene-LOC120900846	44250318	44252067	1
gene-LOC120900776	44252526	44255939	1
gene-LOC120901036	44255808	44256419	-1
gene-LOC120900899	44256485	44257996	-1
gene-LOC120898297	44258310	44262730	1
gene-LOC120900972	44262907	44263766	-1
gene-LOC120908656	44274020	44274441	-1
gene-LOC120898301	44274642	44281012	1
gene-LOC120908653	44275987	44276542	-1
gene-LOC120908654	44276659	44277693	1
gene-LOC120908657	44279896	44280248	-1
gene-LOC120908652	44281807	44282362	-1
gene-LOC120908655	44282479	44283285	1
gene-LOC120898303	44285656	44291869	-1
gene-LOC120894024	44286203	44286974	1
gene-LOC120894027	44287613	44288168	-1
gene-LOC120894028	44288311	44289084	1
gene-LOC120894026	44293426	44293981	-1
gene-LOC120897182	44294124	44294901	1
gene-LOC120893332	44297267	44297676	-1
gene-LOC120898317	44297814	44304216	1
gene-LOC120893299	44299224	44299779	-1
gene-LOC120893294	44299922	44300699	1
gene-LOC120893333	44303072	44303482	-1
gene-LOC120893303	44305032	44305587	-1
gene-LOC120898319	44305792	44306157	1
gene-LOC120893325	44308867	44309275	-1
gene-LOC120898320	44309431	44316000	1
gene-LOC120893304	44310827	44311382	-1
gene-LOC120893311	44311525	44312302	1
gene-LOC120893322	44314673	44315069	-1
gene-LOC120893300	44316639	44317171	-1
gene-LOC120893317	44317309	44318112	1
gene-LOC120893326	44320540	44320893	-1
gene-LOC120898323	44321016	44327610	1
gene-LOC120893298	44322440	44322995	-1
gene-LOC120893318	44323138	44323917	1
gene-LOC120893305	44328250	44328805	-1
gene-LOC120893320	44328927	44329949	1
gene-LOC120893308	44351082	44351553	-1
gene-LOC120893319	44351698	44352685	1
gene-LOC120893323	44355003	44355434	-1
gene-LOC120893307	44356447	44357493	-1
gene-LOC120893314	44357658	44358583	1
gene-LOC120893328	44360728	44361138	-1
gene-LOC120893321	44362764	44363237	-1
gene-LOC120893316	44363352	44364156	1
gene-LOC120893329	44366448	44366858	-1
gene-LOC120893315	44368487	44368946	-1
gene-LOC120893312	44369111	44369888	1
gene-LOC120893330	44372115	44372590	-1
gene-LOC120898341	44372701	44379247	1
gene-LOC120893296	44374141	44374696	-1
gene-LOC120893310	44374839	44375830	1
gene-LOC120893331	44377910	44378306	-1
gene-LOC120893297	44380093	44380625	-1
gene-LOC120898342	44384418	44385881	-1
gene-LOC120893295	44386296	44386802	-1
gene-LOC120893309	44386919	44387429	1
gene-LOC120893327	44390022	44390432	-1
gene-LOC120893293	44390608	44391362	1
gene-LOC120893301	44392203	44392736	-1
gene-LOC120893306	44392891	44393679	1
gene-LOC120893292	44395004	44401292	-1
gene-LOC120893633	44402312	44402708	-1
gene-LOC120893630	44404278	44404833	-1
gene-LOC120893631	44404976	44405753	1
gene-LOC120893632	44408047	44408458	-1
gene-LOC120896630	44414753	44415308	-1
gene-LOC120896631	44415425	44416229	1
gene-LOC120893732	44418529	44418963	-1
gene-LOC120898348	44419044	44425372	1
gene-LOC120893730	44420475	44421030	-1
gene-LOC120893731	44421173	44421656	1
gene-LOC120893733	44424277	44424706	-1
gene-LOC120893729	44426233	44426788	-1
gene-LOC120898349	44426993	44427367	1
gene-LOC120895760	44430603	44431321	1
gene-LOC120895762	44431962	44432517	-1
gene-LOC120895763	44432634	44433439	1
gene-LOC120895761	44436328	44436959	1
gene-LOC120898360	44437792	44438166	-1
gene-LOC120898361	44438448	44438822	1
gene-LOC120896695	44441472	44441883	-1
gene-LOC120898363	44442059	44448309	1
gene-LOC120896696	44447226	44447654	-1
gene-LOC120898367	44449283	44449657	-1
gene-LOC120897098	44449850	44450805	1
gene-LOC120897497	44465484	44613694	-1
gene-LOC120898607	44614948	44616300	-1
gene-LOC120898603	44616436	44619921	1
gene-LOC120898598	44621511	44645719	-1
gene-LOC120898606	44624718	44626149	-1
gene-LOC120898605	44626521	44627351	-1
gene-LOC120898604	44627474	44628874	1
gene-LOC120898601	44650065	44653124	-1
gene-LOC120898600	44653600	44657032	1
gene-LOC120898599	44659057	44687475	-1
gene-LOC120898824	44693766	44713571	1
gene-LOC120898826	44714226	44718631	1
gene-LOC120898825	44718774	44721766	1
gene-LOC120898829	44722190	44723378	1
gene-LOC120898828	44723479	44725377	-1
gene-LOC120897595	44726999	44731636	-1
gene-LOC120894044	44746064	44758135	1
gene-LOC120894045	44758168	44788192	1
gene-LOC120896250	44868430	44874264	-1
gene-LOC120896251	44871260	44873612	1
gene-LOC120893754	44880986	44882107	1
gene-LOC120893755	44882095	44882719	-1
gene-LOC120893753	44882870	44888551	-1
gene-LOC120896984	44891788	44893643	-1
gene-LOC120894223	44895438	44902077	-1
gene-LOC120894118	44906034	44928657	1
gene-LOC120898379	44931248	44942974	1
gene-LOC120902029	44935749	44936655	-1
gene-LOC120902013	44943159	44975515	-1
gene-LOC120901633	44978940	45015204	1
gene-LOC120898380	44982533	44982979	1
gene-LOC120895453	45027190	45299991	-1
gene-Trnaw-cca	45262509	45262580	-1
